category,paperid,date,num_authors,title
neuroscience,259929,2018/02/05,4,Conceptual content in images triggers rapid shifts of covert attention
neuroscience,225375,2018/02/03,3,Functional Parcellation of the Default Mode Network: A Large-Scale Meta-Analysis
neuroscience,187708,2018/02/03,2,OxLDL Inhibits Brain Angiogenesis in Dose Dependent Manner via Reducing Level of VEGF and Angiopoietin-2: A Comprehensive Study
neuroscience,259408,2018/02/03,5,Developmental chromatin restriction of pro-growth gene networks acts as an epigenetic barrier to axon regeneration in cortical neurons
neuroscience,257980,2018/02/02,3,Synaptic release of acetylcholine rapidly suppresses cortical activity by recruiting muscarinic receptors in layer 4
neuroscience,240671,2018/02/02,3,Circuit and cellular mechanisms facilitate the transformation from dense to sparse coding in the insect olfactory system
neuroscience,244608,2018/02/02,4,Neural substrates of navigational decision-making in Drosophila larva anemotaxis
neuroscience,234765,2018/02/02,8,Partial ablation of the orexin field induces a subnarcoleptic phenotype in a conditional mouse model of orexin neurodegeneration
neuroscience,258848,2018/02/02,12,Gallic Acid Disrupts Aβ1-42 Aggregation and Rescues Cognitive Decline of APP/PS1 Transgenic Mouse
neuroscience,259853,2018/02/05,5,Real-time decoding of selective attention from the human auditory brainstem response to continuous speech
neuroscience,259929,2018/02/05,4,Conceptual content in images triggers rapid shifts of covert attention
neuroscience,225375,2018/02/03,3,Functional Parcellation of the Default Mode Network: A Large-Scale Meta-Analysis
neuroscience,187708,2018/02/03,2,OxLDL Inhibits Brain Angiogenesis in Dose Dependent Manner via Reducing Level of VEGF and Angiopoietin-2: A Comprehensive Study
neuroscience,259408,2018/02/03,5,Developmental chromatin restriction of pro-growth gene networks acts as an epigenetic barrier to axon regeneration in cortical neurons
neuroscience,257980,2018/02/02,3,Synaptic release of acetylcholine rapidly suppresses cortical activity by recruiting muscarinic receptors in layer 4
neuroscience,240671,2018/02/02,3,Circuit and cellular mechanisms facilitate the transformation from dense to sparse coding in the insect olfactory system
neuroscience,244608,2018/02/02,4,Neural substrates of navigational decision-making in Drosophila larva anemotaxis
neuroscience,234765,2018/02/02,8,Partial ablation of the orexin field induces a subnarcoleptic phenotype in a conditional mouse model of orexin neurodegeneration
neuroscience,258848,2018/02/02,12,Gallic Acid Disrupts Aβ1-42 Aggregation and Rescues Cognitive Decline of APP/PS1 Transgenic Mouse
neuroscience,259853,2018/02/05,5,Real-time decoding of selective attention from the human auditory brainstem response to continuous speech
neuroscience,259929,2018/02/05,4,Conceptual content in images triggers rapid shifts of covert attention
neuroscience,225375,2018/02/03,3,Functional Parcellation of the Default Mode Network: A Large-Scale Meta-Analysis
neuroscience,187708,2018/02/03,2,OxLDL Inhibits Brain Angiogenesis in Dose Dependent Manner via Reducing Level of VEGF and Angiopoietin-2: A Comprehensive Study
neuroscience,259408,2018/02/03,5,Developmental chromatin restriction of pro-growth gene networks acts as an epigenetic barrier to axon regeneration in cortical neurons
neuroscience,257980,2018/02/02,3,Synaptic release of acetylcholine rapidly suppresses cortical activity by recruiting muscarinic receptors in layer 4
neuroscience,240671,2018/02/02,3,Circuit and cellular mechanisms facilitate the transformation from dense to sparse coding in the insect olfactory system
neuroscience,244608,2018/02/02,4,Neural substrates of navigational decision-making in Drosophila larva anemotaxis
neuroscience,234765,2018/02/02,8,Partial ablation of the orexin field induces a subnarcoleptic phenotype in a conditional mouse model of orexin neurodegeneration
neuroscience,258848,2018/02/02,12,Gallic Acid Disrupts Aβ1-42 Aggregation and Rescues Cognitive Decline of APP/PS1 Transgenic Mouse
neuroscience,259853,2018/02/05,5,Real-time decoding of selective attention from the human auditory brainstem response to continuous speech
neuroscience,259929,2018/02/05,4,Conceptual content in images triggers rapid shifts of covert attention
neuroscience,225375,2018/02/03,3,Functional Parcellation of the Default Mode Network: A Large-Scale Meta-Analysis
neuroscience,187708,2018/02/03,2,OxLDL Inhibits Brain Angiogenesis in Dose Dependent Manner via Reducing Level of VEGF and Angiopoietin-2: A Comprehensive Study
neuroscience,259408,2018/02/03,5,Developmental chromatin restriction of pro-growth gene networks acts as an epigenetic barrier to axon regeneration in cortical neurons
neuroscience,257980,2018/02/02,3,Synaptic release of acetylcholine rapidly suppresses cortical activity by recruiting muscarinic receptors in layer 4
neuroscience,240671,2018/02/02,3,Circuit and cellular mechanisms facilitate the transformation from dense to sparse coding in the insect olfactory system
neuroscience,244608,2018/02/02,4,Neural substrates of navigational decision-making in Drosophila larva anemotaxis
neuroscience,234765,2018/02/02,8,Partial ablation of the orexin field induces a subnarcoleptic phenotype in a conditional mouse model of orexin neurodegeneration
neuroscience,258848,2018/02/02,12,Gallic Acid Disrupts Aβ1-42 Aggregation and Rescues Cognitive Decline of APP/PS1 Transgenic Mouse
neuroscience,259853,2018/02/05,5,Real-time decoding of selective attention from the human auditory brainstem response to continuous speech
neuroscience,259929,2018/02/05,4,Conceptual content in images triggers rapid shifts of covert attention
neuroscience,225375,2018/02/03,3,Functional Parcellation of the Default Mode Network: A Large-Scale Meta-Analysis
neuroscience,187708,2018/02/03,2,OxLDL Inhibits Brain Angiogenesis in Dose Dependent Manner via Reducing Level of VEGF and Angiopoietin-2: A Comprehensive Study
neuroscience,259408,2018/02/03,5,Developmental chromatin restriction of pro-growth gene networks acts as an epigenetic barrier to axon regeneration in cortical neurons
neuroscience,257980,2018/02/02,3,Synaptic release of acetylcholine rapidly suppresses cortical activity by recruiting muscarinic receptors in layer 4
neuroscience,240671,2018/02/02,3,Circuit and cellular mechanisms facilitate the transformation from dense to sparse coding in the insect olfactory system
neuroscience,244608,2018/02/02,4,Neural substrates of navigational decision-making in Drosophila larva anemotaxis
neuroscience,234765,2018/02/02,8,Partial ablation of the orexin field induces a subnarcoleptic phenotype in a conditional mouse model of orexin neurodegeneration
neuroscience,258848,2018/02/02,12,Gallic Acid Disrupts Aβ1-42 Aggregation and Rescues Cognitive Decline of APP/PS1 Transgenic Mouse
neuroscience,259853,2018/02/05,5,Real-time decoding of selective attention from the human auditory brainstem response to continuous speech
neuroscience,259929,2018/02/05,4,Conceptual content in images triggers rapid shifts of covert attention
neuroscience,225375,2018/02/03,3,Functional Parcellation of the Default Mode Network: A Large-Scale Meta-Analysis
neuroscience,187708,2018/02/03,2,OxLDL Inhibits Brain Angiogenesis in Dose Dependent Manner via Reducing Level of VEGF and Angiopoietin-2: A Comprehensive Study
neuroscience,259408,2018/02/03,5,Developmental chromatin restriction of pro-growth gene networks acts as an epigenetic barrier to axon regeneration in cortical neurons
neuroscience,257980,2018/02/02,3,Synaptic release of acetylcholine rapidly suppresses cortical activity by recruiting muscarinic receptors in layer 4
neuroscience,240671,2018/02/02,3,Circuit and cellular mechanisms facilitate the transformation from dense to sparse coding in the insect olfactory system
neuroscience,244608,2018/02/02,4,Neural substrates of navigational decision-making in Drosophila larva anemotaxis
neuroscience,234765,2018/02/02,8,Partial ablation of the orexin field induces a subnarcoleptic phenotype in a conditional mouse model of orexin neurodegeneration
neuroscience,258848,2018/02/02,12,Gallic Acid Disrupts Aβ1-42 Aggregation and Rescues Cognitive Decline of APP/PS1 Transgenic Mouse
neuroscience,259853,2018/02/05,5,Real-time decoding of selective attention from the human auditory brainstem response to continuous speech
neuroscience,259929,2018/02/05,4,Conceptual content in images triggers rapid shifts of covert attention
neuroscience,225375,2018/02/03,3,Functional Parcellation of the Default Mode Network: A Large-Scale Meta-Analysis
neuroscience,187708,2018/02/03,2,OxLDL Inhibits Brain Angiogenesis in Dose Dependent Manner via Reducing Level of VEGF and Angiopoietin-2: A Comprehensive Study
neuroscience,259408,2018/02/03,5,Developmental chromatin restriction of pro-growth gene networks acts as an epigenetic barrier to axon regeneration in cortical neurons
neuroscience,257980,2018/02/02,3,Synaptic release of acetylcholine rapidly suppresses cortical activity by recruiting muscarinic receptors in layer 4
neuroscience,240671,2018/02/02,3,Circuit and cellular mechanisms facilitate the transformation from dense to sparse coding in the insect olfactory system
neuroscience,244608,2018/02/02,4,Neural substrates of navigational decision-making in Drosophila larva anemotaxis
neuroscience,234765,2018/02/02,8,Partial ablation of the orexin field induces a subnarcoleptic phenotype in a conditional mouse model of orexin neurodegeneration
neuroscience,258848,2018/02/02,12,Gallic Acid Disrupts Aβ1-42 Aggregation and Rescues Cognitive Decline of APP/PS1 Transgenic Mouse
neuroscience,259853,2018/02/05,5,Real-time decoding of selective attention from the human auditory brainstem response to continuous speech
neuroscience,259929,2018/02/05,4,Conceptual content in images triggers rapid shifts of covert attention
neuroscience,225375,2018/02/03,3,Functional Parcellation of the Default Mode Network: A Large-Scale Meta-Analysis
neuroscience,187708,2018/02/03,2,OxLDL Inhibits Brain Angiogenesis in Dose Dependent Manner via Reducing Level of VEGF and Angiopoietin-2: A Comprehensive Study
neuroscience,259408,2018/02/03,5,Developmental chromatin restriction of pro-growth gene networks acts as an epigenetic barrier to axon regeneration in cortical neurons
neuroscience,257980,2018/02/02,3,Synaptic release of acetylcholine rapidly suppresses cortical activity by recruiting muscarinic receptors in layer 4
neuroscience,240671,2018/02/02,3,Circuit and cellular mechanisms facilitate the transformation from dense to sparse coding in the insect olfactory system
neuroscience,244608,2018/02/02,4,Neural substrates of navigational decision-making in Drosophila larva anemotaxis
neuroscience,234765,2018/02/02,8,Partial ablation of the orexin field induces a subnarcoleptic phenotype in a conditional mouse model of orexin neurodegeneration
neuroscience,258848,2018/02/02,12,Gallic Acid Disrupts Aβ1-42 Aggregation and Rescues Cognitive Decline of APP/PS1 Transgenic Mouse
neuroscience,259853,2018/02/05,5,Real-time decoding of selective attention from the human auditory brainstem response to continuous speech
neuroscience,259929,2018/02/05,4,Conceptual content in images triggers rapid shifts of covert attention
neuroscience,225375,2018/02/03,3,Functional Parcellation of the Default Mode Network: A Large-Scale Meta-Analysis
neuroscience,187708,2018/02/03,2,OxLDL Inhibits Brain Angiogenesis in Dose Dependent Manner via Reducing Level of VEGF and Angiopoietin-2: A Comprehensive Study
neuroscience,259408,2018/02/03,5,Developmental chromatin restriction of pro-growth gene networks acts as an epigenetic barrier to axon regeneration in cortical neurons
neuroscience,257980,2018/02/02,3,Synaptic release of acetylcholine rapidly suppresses cortical activity by recruiting muscarinic receptors in layer 4
neuroscience,240671,2018/02/02,3,Circuit and cellular mechanisms facilitate the transformation from dense to sparse coding in the insect olfactory system
neuroscience,244608,2018/02/02,4,Neural substrates of navigational decision-making in Drosophila larva anemotaxis
neuroscience,234765,2018/02/02,8,Partial ablation of the orexin field induces a subnarcoleptic phenotype in a conditional mouse model of orexin neurodegeneration
neuroscience,258848,2018/02/02,12,Gallic Acid Disrupts Aβ1-42 Aggregation and Rescues Cognitive Decline of APP/PS1 Transgenic Mouse
neuroscience,259853,2018/02/05,5,Real-time decoding of selective attention from the human auditory brainstem response to continuous speech
neuroscience,259929,2018/02/05,4,Conceptual content in images triggers rapid shifts of covert attention
neuroscience,225375,2018/02/03,3,Functional Parcellation of the Default Mode Network: A Large-Scale Meta-Analysis
neuroscience,187708,2018/02/03,2,OxLDL Inhibits Brain Angiogenesis in Dose Dependent Manner via Reducing Level of VEGF and Angiopoietin-2: A Comprehensive Study
neuroscience,259408,2018/02/03,5,Developmental chromatin restriction of pro-growth gene networks acts as an epigenetic barrier to axon regeneration in cortical neurons
neuroscience,257980,2018/02/02,3,Synaptic release of acetylcholine rapidly suppresses cortical activity by recruiting muscarinic receptors in layer 4
neuroscience,240671,2018/02/02,3,Circuit and cellular mechanisms facilitate the transformation from dense to sparse coding in the insect olfactory system
neuroscience,244608,2018/02/02,4,Neural substrates of navigational decision-making in Drosophila larva anemotaxis
neuroscience,234765,2018/02/02,8,Partial ablation of the orexin field induces a subnarcoleptic phenotype in a conditional mouse model of orexin neurodegeneration
neuroscience,258848,2018/02/02,12,Gallic Acid Disrupts Aβ1-42 Aggregation and Rescues Cognitive Decline of APP/PS1 Transgenic Mouse
neuroscience,259853,2018/02/05,5,Real-time decoding of selective attention from the human auditory brainstem response to continuous speech
neuroscience,259929,2018/02/05,4,Conceptual content in images triggers rapid shifts of covert attention
neuroscience,225375,2018/02/03,3,Functional Parcellation of the Default Mode Network: A Large-Scale Meta-Analysis
neuroscience,187708,2018/02/03,2,OxLDL Inhibits Brain Angiogenesis in Dose Dependent Manner via Reducing Level of VEGF and Angiopoietin-2: A Comprehensive Study
neuroscience,259408,2018/02/03,5,Developmental chromatin restriction of pro-growth gene networks acts as an epigenetic barrier to axon regeneration in cortical neurons
neuroscience,257980,2018/02/02,3,Synaptic release of acetylcholine rapidly suppresses cortical activity by recruiting muscarinic receptors in layer 4
neuroscience,240671,2018/02/02,3,Circuit and cellular mechanisms facilitate the transformation from dense to sparse coding in the insect olfactory system
neuroscience,244608,2018/02/02,4,Neural substrates of navigational decision-making in Drosophila larva anemotaxis
neuroscience,234765,2018/02/02,8,Partial ablation of the orexin field induces a subnarcoleptic phenotype in a conditional mouse model of orexin neurodegeneration
neuroscience,258848,2018/02/02,12,Gallic Acid Disrupts Aβ1-42 Aggregation and Rescues Cognitive Decline of APP/PS1 Transgenic Mouse
neuroscience,259853,2018/02/05,5,Real-time decoding of selective attention from the human auditory brainstem response to continuous speech
neuroscience,259929,2018/02/05,4,Conceptual content in images triggers rapid shifts of covert attention
neuroscience,225375,2018/02/03,3,Functional Parcellation of the Default Mode Network: A Large-Scale Meta-Analysis
neuroscience,187708,2018/02/03,2,OxLDL Inhibits Brain Angiogenesis in Dose Dependent Manner via Reducing Level of VEGF and Angiopoietin-2: A Comprehensive Study
neuroscience,259408,2018/02/03,5,Developmental chromatin restriction of pro-growth gene networks acts as an epigenetic barrier to axon regeneration in cortical neurons
neuroscience,257980,2018/02/02,3,Synaptic release of acetylcholine rapidly suppresses cortical activity by recruiting muscarinic receptors in layer 4
neuroscience,240671,2018/02/02,3,Circuit and cellular mechanisms facilitate the transformation from dense to sparse coding in the insect olfactory system
neuroscience,244608,2018/02/02,4,Neural substrates of navigational decision-making in Drosophila larva anemotaxis
neuroscience,234765,2018/02/02,8,Partial ablation of the orexin field induces a subnarcoleptic phenotype in a conditional mouse model of orexin neurodegeneration
neuroscience,258848,2018/02/02,12,Gallic Acid Disrupts Aβ1-42 Aggregation and Rescues Cognitive Decline of APP/PS1 Transgenic Mouse
neuroscience,259853,2018/02/05,5,Real-time decoding of selective attention from the human auditory brainstem response to continuous speech
neuroscience,259929,2018/02/05,4,Conceptual content in images triggers rapid shifts of covert attention
neuroscience,225375,2018/02/03,3,Functional Parcellation of the Default Mode Network: A Large-Scale Meta-Analysis
neuroscience,187708,2018/02/03,2,OxLDL Inhibits Brain Angiogenesis in Dose Dependent Manner via Reducing Level of VEGF and Angiopoietin-2: A Comprehensive Study
neuroscience,259408,2018/02/03,5,Developmental chromatin restriction of pro-growth gene networks acts as an epigenetic barrier to axon regeneration in cortical neurons
neuroscience,257980,2018/02/02,3,Synaptic release of acetylcholine rapidly suppresses cortical activity by recruiting muscarinic receptors in layer 4
neuroscience,240671,2018/02/02,3,Circuit and cellular mechanisms facilitate the transformation from dense to sparse coding in the insect olfactory system
neuroscience,244608,2018/02/02,4,Neural substrates of navigational decision-making in Drosophila larva anemotaxis
neuroscience,234765,2018/02/02,8,Partial ablation of the orexin field induces a subnarcoleptic phenotype in a conditional mouse model of orexin neurodegeneration
neuroscience,258848,2018/02/02,12,Gallic Acid Disrupts Aβ1-42 Aggregation and Rescues Cognitive Decline of APP/PS1 Transgenic Mouse
neuroscience,259853,2018/02/05,5,Real-time decoding of selective attention from the human auditory brainstem response to continuous speech
neuroscience,259929,2018/02/05,4,Conceptual content in images triggers rapid shifts of covert attention
neuroscience,225375,2018/02/03,3,Functional Parcellation of the Default Mode Network: A Large-Scale Meta-Analysis
neuroscience,187708,2018/02/03,2,OxLDL Inhibits Brain Angiogenesis in Dose Dependent Manner via Reducing Level of VEGF and Angiopoietin-2: A Comprehensive Study
neuroscience,259408,2018/02/03,5,Developmental chromatin restriction of pro-growth gene networks acts as an epigenetic barrier to axon regeneration in cortical neurons
neuroscience,257980,2018/02/02,3,Synaptic release of acetylcholine rapidly suppresses cortical activity by recruiting muscarinic receptors in layer 4
neuroscience,240671,2018/02/02,3,Circuit and cellular mechanisms facilitate the transformation from dense to sparse coding in the insect olfactory system
neuroscience,244608,2018/02/02,4,Neural substrates of navigational decision-making in Drosophila larva anemotaxis
neuroscience,234765,2018/02/02,8,Partial ablation of the orexin field induces a subnarcoleptic phenotype in a conditional mouse model of orexin neurodegeneration
neuroscience,258848,2018/02/02,12,Gallic Acid Disrupts Aβ1-42 Aggregation and Rescues Cognitive Decline of APP/PS1 Transgenic Mouse
neuroscience,259853,2018/02/05,5,Real-time decoding of selective attention from the human auditory brainstem response to continuous speech
neuroscience,259929,2018/02/05,4,Conceptual content in images triggers rapid shifts of covert attention
neuroscience,225375,2018/02/03,3,Functional Parcellation of the Default Mode Network: A Large-Scale Meta-Analysis
neuroscience,187708,2018/02/03,2,OxLDL Inhibits Brain Angiogenesis in Dose Dependent Manner via Reducing Level of VEGF and Angiopoietin-2: A Comprehensive Study
neuroscience,259408,2018/02/03,5,Developmental chromatin restriction of pro-growth gene networks acts as an epigenetic barrier to axon regeneration in cortical neurons
neuroscience,257980,2018/02/02,3,Synaptic release of acetylcholine rapidly suppresses cortical activity by recruiting muscarinic receptors in layer 4
neuroscience,240671,2018/02/02,3,Circuit and cellular mechanisms facilitate the transformation from dense to sparse coding in the insect olfactory system
neuroscience,244608,2018/02/02,4,Neural substrates of navigational decision-making in Drosophila larva anemotaxis
neuroscience,234765,2018/02/02,8,Partial ablation of the orexin field induces a subnarcoleptic phenotype in a conditional mouse model of orexin neurodegeneration
neuroscience,258848,2018/02/02,12,Gallic Acid Disrupts Aβ1-42 Aggregation and Rescues Cognitive Decline of APP/PS1 Transgenic Mouse
neuroscience,259853,2018/02/05,5,Real-time decoding of selective attention from the human auditory brainstem response to continuous speech
neuroscience,259929,2018/02/05,4,Conceptual content in images triggers rapid shifts of covert attention
neuroscience,225375,2018/02/03,3,Functional Parcellation of the Default Mode Network: A Large-Scale Meta-Analysis
neuroscience,187708,2018/02/03,2,OxLDL Inhibits Brain Angiogenesis in Dose Dependent Manner via Reducing Level of VEGF and Angiopoietin-2: A Comprehensive Study
neuroscience,259408,2018/02/03,5,Developmental chromatin restriction of pro-growth gene networks acts as an epigenetic barrier to axon regeneration in cortical neurons
neuroscience,257980,2018/02/02,3,Synaptic release of acetylcholine rapidly suppresses cortical activity by recruiting muscarinic receptors in layer 4
neuroscience,240671,2018/02/02,3,Circuit and cellular mechanisms facilitate the transformation from dense to sparse coding in the insect olfactory system
neuroscience,244608,2018/02/02,4,Neural substrates of navigational decision-making in Drosophila larva anemotaxis
neuroscience,234765,2018/02/02,8,Partial ablation of the orexin field induces a subnarcoleptic phenotype in a conditional mouse model of orexin neurodegeneration
neuroscience,258848,2018/02/02,12,Gallic Acid Disrupts Aβ1-42 Aggregation and Rescues Cognitive Decline of APP/PS1 Transgenic Mouse
neuroscience,259853,2018/02/05,5,Real-time decoding of selective attention from the human auditory brainstem response to continuous speech
neuroscience,259929,2018/02/05,4,Conceptual content in images triggers rapid shifts of covert attention
neuroscience,225375,2018/02/03,3,Functional Parcellation of the Default Mode Network: A Large-Scale Meta-Analysis
neuroscience,187708,2018/02/03,2,OxLDL Inhibits Brain Angiogenesis in Dose Dependent Manner via Reducing Level of VEGF and Angiopoietin-2: A Comprehensive Study
neuroscience,259408,2018/02/03,5,Developmental chromatin restriction of pro-growth gene networks acts as an epigenetic barrier to axon regeneration in cortical neurons
neuroscience,257980,2018/02/02,3,Synaptic release of acetylcholine rapidly suppresses cortical activity by recruiting muscarinic receptors in layer 4
neuroscience,240671,2018/02/02,3,Circuit and cellular mechanisms facilitate the transformation from dense to sparse coding in the insect olfactory system
neuroscience,244608,2018/02/02,4,Neural substrates of navigational decision-making in Drosophila larva anemotaxis
neuroscience,234765,2018/02/02,8,Partial ablation of the orexin field induces a subnarcoleptic phenotype in a conditional mouse model of orexin neurodegeneration
neuroscience,258848,2018/02/02,12,Gallic Acid Disrupts Aβ1-42 Aggregation and Rescues Cognitive Decline of APP/PS1 Transgenic Mouse
neuroscience,259853,2018/02/05,5,Real-time decoding of selective attention from the human auditory brainstem response to continuous speech
neuroscience,259929,2018/02/05,4,Conceptual content in images triggers rapid shifts of covert attention
neuroscience,225375,2018/02/03,3,Functional Parcellation of the Default Mode Network: A Large-Scale Meta-Analysis
neuroscience,187708,2018/02/03,2,OxLDL Inhibits Brain Angiogenesis in Dose Dependent Manner via Reducing Level of VEGF and Angiopoietin-2: A Comprehensive Study
neuroscience,259408,2018/02/03,5,Developmental chromatin restriction of pro-growth gene networks acts as an epigenetic barrier to axon regeneration in cortical neurons
neuroscience,257980,2018/02/02,3,Synaptic release of acetylcholine rapidly suppresses cortical activity by recruiting muscarinic receptors in layer 4
neuroscience,240671,2018/02/02,3,Circuit and cellular mechanisms facilitate the transformation from dense to sparse coding in the insect olfactory system
neuroscience,244608,2018/02/02,4,Neural substrates of navigational decision-making in Drosophila larva anemotaxis
neuroscience,234765,2018/02/02,8,Partial ablation of the orexin field induces a subnarcoleptic phenotype in a conditional mouse model of orexin neurodegeneration
neuroscience,258848,2018/02/02,12,Gallic Acid Disrupts Aβ1-42 Aggregation and Rescues Cognitive Decline of APP/PS1 Transgenic Mouse
neuroscience,259853,2018/02/05,5,Real-time decoding of selective attention from the human auditory brainstem response to continuous speech
neuroscience,259929,2018/02/05,4,Conceptual content in images triggers rapid shifts of covert attention
neuroscience,225375,2018/02/03,3,Functional Parcellation of the Default Mode Network: A Large-Scale Meta-Analysis
neuroscience,187708,2018/02/03,2,OxLDL Inhibits Brain Angiogenesis in Dose Dependent Manner via Reducing Level of VEGF and Angiopoietin-2: A Comprehensive Study
neuroscience,259408,2018/02/03,5,Developmental chromatin restriction of pro-growth gene networks acts as an epigenetic barrier to axon regeneration in cortical neurons
neuroscience,257980,2018/02/02,3,Synaptic release of acetylcholine rapidly suppresses cortical activity by recruiting muscarinic receptors in layer 4
neuroscience,240671,2018/02/02,3,Circuit and cellular mechanisms facilitate the transformation from dense to sparse coding in the insect olfactory system
neuroscience,244608,2018/02/02,4,Neural substrates of navigational decision-making in Drosophila larva anemotaxis
neuroscience,234765,2018/02/02,8,Partial ablation of the orexin field induces a subnarcoleptic phenotype in a conditional mouse model of orexin neurodegeneration
neuroscience,258848,2018/02/02,12,Gallic Acid Disrupts Aβ1-42 Aggregation and Rescues Cognitive Decline of APP/PS1 Transgenic Mouse
neuroscience,259853,2018/02/05,5,Real-time decoding of selective attention from the human auditory brainstem response to continuous speech
neuroscience,259929,2018/02/05,4,Conceptual content in images triggers rapid shifts of covert attention
neuroscience,225375,2018/02/03,3,Functional Parcellation of the Default Mode Network: A Large-Scale Meta-Analysis
neuroscience,187708,2018/02/03,2,OxLDL Inhibits Brain Angiogenesis in Dose Dependent Manner via Reducing Level of VEGF and Angiopoietin-2: A Comprehensive Study
neuroscience,259408,2018/02/03,5,Developmental chromatin restriction of pro-growth gene networks acts as an epigenetic barrier to axon regeneration in cortical neurons
neuroscience,257980,2018/02/02,3,Synaptic release of acetylcholine rapidly suppresses cortical activity by recruiting muscarinic receptors in layer 4
neuroscience,240671,2018/02/02,3,Circuit and cellular mechanisms facilitate the transformation from dense to sparse coding in the insect olfactory system
neuroscience,244608,2018/02/02,4,Neural substrates of navigational decision-making in Drosophila larva anemotaxis
neuroscience,234765,2018/02/02,8,Partial ablation of the orexin field induces a subnarcoleptic phenotype in a conditional mouse model of orexin neurodegeneration
neuroscience,258848,2018/02/02,12,Gallic Acid Disrupts Aβ1-42 Aggregation and Rescues Cognitive Decline of APP/PS1 Transgenic Mouse
neuroscience,259853,2018/02/05,5,Real-time decoding of selective attention from the human auditory brainstem response to continuous speech
neuroscience,259929,2018/02/05,4,Conceptual content in images triggers rapid shifts of covert attention
neuroscience,225375,2018/02/03,3,Functional Parcellation of the Default Mode Network: A Large-Scale Meta-Analysis
neuroscience,187708,2018/02/03,2,OxLDL Inhibits Brain Angiogenesis in Dose Dependent Manner via Reducing Level of VEGF and Angiopoietin-2: A Comprehensive Study
neuroscience,259408,2018/02/03,5,Developmental chromatin restriction of pro-growth gene networks acts as an epigenetic barrier to axon regeneration in cortical neurons
neuroscience,257980,2018/02/02,3,Synaptic release of acetylcholine rapidly suppresses cortical activity by recruiting muscarinic receptors in layer 4
neuroscience,240671,2018/02/02,3,Circuit and cellular mechanisms facilitate the transformation from dense to sparse coding in the insect olfactory system
neuroscience,244608,2018/02/02,4,Neural substrates of navigational decision-making in Drosophila larva anemotaxis
neuroscience,234765,2018/02/02,8,Partial ablation of the orexin field induces a subnarcoleptic phenotype in a conditional mouse model of orexin neurodegeneration
neuroscience,258848,2018/02/02,12,Gallic Acid Disrupts Aβ1-42 Aggregation and Rescues Cognitive Decline of APP/PS1 Transgenic Mouse
neuroscience,259853,2018/02/05,5,Real-time decoding of selective attention from the human auditory brainstem response to continuous speech
neuroscience,259929,2018/02/05,4,Conceptual content in images triggers rapid shifts of covert attention
neuroscience,225375,2018/02/03,3,Functional Parcellation of the Default Mode Network: A Large-Scale Meta-Analysis
neuroscience,187708,2018/02/03,2,OxLDL Inhibits Brain Angiogenesis in Dose Dependent Manner via Reducing Level of VEGF and Angiopoietin-2: A Comprehensive Study
neuroscience,259408,2018/02/03,5,Developmental chromatin restriction of pro-growth gene networks acts as an epigenetic barrier to axon regeneration in cortical neurons
neuroscience,257980,2018/02/02,3,Synaptic release of acetylcholine rapidly suppresses cortical activity by recruiting muscarinic receptors in layer 4
neuroscience,240671,2018/02/02,3,Circuit and cellular mechanisms facilitate the transformation from dense to sparse coding in the insect olfactory system
neuroscience,244608,2018/02/02,4,Neural substrates of navigational decision-making in Drosophila larva anemotaxis
neuroscience,234765,2018/02/02,8,Partial ablation of the orexin field induces a subnarcoleptic phenotype in a conditional mouse model of orexin neurodegeneration
neuroscience,258848,2018/02/02,12,Gallic Acid Disrupts Aβ1-42 Aggregation and Rescues Cognitive Decline of APP/PS1 Transgenic Mouse
neuroscience,259853,2018/02/05,5,Real-time decoding of selective attention from the human auditory brainstem response to continuous speech
neuroscience,259929,2018/02/05,4,Conceptual content in images triggers rapid shifts of covert attention
neuroscience,225375,2018/02/03,3,Functional Parcellation of the Default Mode Network: A Large-Scale Meta-Analysis
neuroscience,187708,2018/02/03,2,OxLDL Inhibits Brain Angiogenesis in Dose Dependent Manner via Reducing Level of VEGF and Angiopoietin-2: A Comprehensive Study
neuroscience,259408,2018/02/03,5,Developmental chromatin restriction of pro-growth gene networks acts as an epigenetic barrier to axon regeneration in cortical neurons
neuroscience,257980,2018/02/02,3,Synaptic release of acetylcholine rapidly suppresses cortical activity by recruiting muscarinic receptors in layer 4
neuroscience,240671,2018/02/02,3,Circuit and cellular mechanisms facilitate the transformation from dense to sparse coding in the insect olfactory system
neuroscience,244608,2018/02/02,4,Neural substrates of navigational decision-making in Drosophila larva anemotaxis
neuroscience,234765,2018/02/02,8,Partial ablation of the orexin field induces a subnarcoleptic phenotype in a conditional mouse model of orexin neurodegeneration
neuroscience,258848,2018/02/02,12,Gallic Acid Disrupts Aβ1-42 Aggregation and Rescues Cognitive Decline of APP/PS1 Transgenic Mouse
neuroscience,259853,2018/02/05,5,Real-time decoding of selective attention from the human auditory brainstem response to continuous speech
neuroscience,259929,2018/02/05,4,Conceptual content in images triggers rapid shifts of covert attention
neuroscience,225375,2018/02/03,3,Functional Parcellation of the Default Mode Network: A Large-Scale Meta-Analysis
neuroscience,187708,2018/02/03,2,OxLDL Inhibits Brain Angiogenesis in Dose Dependent Manner via Reducing Level of VEGF and Angiopoietin-2: A Comprehensive Study
neuroscience,259408,2018/02/03,5,Developmental chromatin restriction of pro-growth gene networks acts as an epigenetic barrier to axon regeneration in cortical neurons
